,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
25,SPY210611C00415000,2021-05-10 3:49PM EDT,415.0,10.0,9.57,9.62,-2.14,-17.63%,432,39,16.39%
26,SPY210611C00416000,2021-05-10 3:43PM EDT,416.0,9.28,8.89,8.94,-2.33,-20.07%,292,1973,16.10%
27,SPY210611C00417000,2021-05-10 3:52PM EDT,417.0,8.5,8.23,8.28,-1.93,-18.50%,71,273,15.82%
28,SPY210611C00417500,2021-05-10 3:48PM EDT,417.5,8.16,7.91,7.96,-1.78,-17.91%,348,32,15.68%
29,SPY210611C00418000,2021-05-10 3:48PM EDT,418.0,7.65,7.59,7.64,-2.55,-25.00%,524,134,15.53%
30,SPY210611C00419000,2021-05-10 4:06PM EDT,419.0,7.0,6.98,7.03,-2.3,-24.73%,631,79,15.27%
31,SPY210611C00420000,2021-05-10 4:12PM EDT,420.0,6.37,6.39,6.44,-2.13,-25.06%,1053,1052,15.00%
32,SPY210611C00421000,2021-05-10 3:57PM EDT,421.0,5.88,5.82,5.87,-2.07,-26.04%,1414,139,14.73%
33,SPY210611C00422000,2021-05-10 4:09PM EDT,422.0,5.34,5.28,5.33,-1.94,-26.65%,1161,356,14.47%
34,SPY210611C00422500,2021-05-10 3:42PM EDT,422.5,5.61,5.02,5.07,-1.39,-19.86%,680,180,14.34%
35,SPY210611C00423000,2021-05-10 4:10PM EDT,423.0,4.84,4.77,4.82,-1.89,-28.08%,487,164,14.22%
36,SPY210611C00424000,2021-05-10 4:00PM EDT,424.0,4.22,4.29,4.34,-1.75,-29.31%,353,239,13.98%
37,SPY210611C00425000,2021-05-10 3:55PM EDT,425.0,3.77,3.84,3.89,-1.84,-32.80%,351,221,13.76%
38,SPY210611C00426000,2021-05-10 3:47PM EDT,426.0,3.58,3.42,3.47,-1.31,-26.79%,256,187,13.54%
39,SPY210611C00427000,2021-05-10 3:47PM EDT,427.0,3.25,3.03,3.08,-1.26,-27.94%,237,438,13.33%
40,SPY210611C00427500,2021-05-10 4:14PM EDT,427.5,2.86,2.85,2.89,-1.28,-30.92%,182,322,13.21%
41,SPY210611C00428000,2021-05-10 3:38PM EDT,428.0,2.9,2.68,2.72,-1.3,-30.95%,260,179,13.13%
42,SPY210611C00429000,2021-05-10 3:57PM EDT,429.0,2.36,2.35,2.39,-1.28,-35.16%,172,191,12.93%
43,SPY210611C00430000,2021-05-10 4:00PM EDT,430.0,2.02,2.05,2.09,-1.25,-38.23%,156,659,12.76%
44,SPY210611C00431000,2021-05-10 3:48PM EDT,431.0,1.92,1.79,1.83,-1.07,-35.79%,38,300,12.62%
45,SPY210611C00432000,2021-05-10 10:51AM EDT,432.0,1.6,1.55,1.59,-0.82,-33.88%,85,376,12.48%
46,SPY210611C00432500,2021-05-10 2:14PM EDT,432.5,1.48,1.44,1.48,-0.95,-39.09%,81,58,12.41%
47,SPY210611C00434000,2021-05-10 4:01PM EDT,434.0,1.15,1.16,1.19,-0.75,-39.47%,153,2029,12.24%
48,SPY210611C00435000,2021-05-10 3:57PM EDT,435.0,1.02,1.0,1.03,-0.61,-37.42%,431,509,12.16%
49,SPY210611C00436000,2021-05-10 4:00PM EDT,436.0,0.86,0.86,0.89,-0.66,-43.42%,160,418,12.09%
50,SPY210611C00437000,2021-05-10 3:14PM EDT,437.0,0.83,0.73,0.76,-0.47,-36.15%,40,328,12.00%
51,SPY210611C00437500,2021-05-10 3:52PM EDT,437.5,0.73,0.68,0.7,-0.52,-41.60%,15,299,11.95%
52,SPY210611C00438000,2021-05-10 12:29PM EDT,438.0,0.96,0.63,0.65,-0.16,-14.29%,97,17,11.93%
53,SPY210611C00439000,2021-05-10 4:05PM EDT,439.0,0.55,0.54,0.56,-0.42,-43.30%,189,216,11.90%
54,SPY210611C00440000,2021-05-10 3:46PM EDT,440.0,0.54,0.46,0.48,-0.27,-33.33%,125,780,11.87%
55,SPY210611C00441000,2021-05-10 1:23PM EDT,441.0,0.59,0.4,0.42,-0.18,-23.38%,96,1347,11.90%
56,SPY210611C00442000,2021-05-10 2:29PM EDT,442.0,0.44,0.34,0.36,-0.27,-38.03%,5,18,11.89%
57,SPY210611C00442500,2021-05-10 3:52PM EDT,442.5,0.36,0.32,0.33,-0.29,-44.62%,12,484,11.87%
58,SPY210611C00443000,2021-05-10 2:16PM EDT,443.0,0.4,0.29,0.31,-0.16,-28.57%,60,19,11.89%
59,SPY210611C00444000,2021-05-10 3:53PM EDT,444.0,0.28,0.25,0.27,-0.17,-37.78%,33,50,11.93%
60,SPY210611C00445000,2021-05-10 4:12PM EDT,445.0,0.23,0.22,0.24,-0.23,-50.00%,173,261,12.01%
61,SPY210611C00446000,2021-05-07 11:29AM EDT,446.0,0.22,0.19,0.21,-0.18,-45.00%,50,200,12.06%
62,SPY210611C00447000,2021-05-10 12:56PM EDT,447.0,0.26,0.17,0.18,-0.06,-18.75%,9,12,12.09%
63,SPY210611C00448000,2021-05-10 9:53AM EDT,448.0,0.24,0.15,0.16,-0.07,-22.58%,43,4,12.16%
64,SPY210611C00449000,2021-05-07 3:57PM EDT,449.0,0.25,0.13,0.14,0.0,-,107,302,12.21%
65,SPY210611C00450000,2021-05-10 3:25PM EDT,450.0,0.13,0.11,0.13,-0.09,-40.91%,49,1181,12.40%
66,SPY210611C00451000,2021-05-04 2:06PM EDT,451.0,0.12,0.1,0.11,0.0,-,-,3,12.38%
67,SPY210611C00452000,2021-05-04 3:40PM EDT,452.0,0.13,0.09,0.1,0.02,+18.18%,3,2,12.50%
68,SPY210611C00453000,2021-05-05 12:00PM EDT,453.0,0.1,0.08,0.09,0.0,-,1,1,12.60%
69,SPY210611C00454000,2021-05-07 2:38PM EDT,454.0,0.14,0.07,0.08,0.0,-,100,102,12.70%
70,SPY210611C00455000,2021-05-07 4:12PM EDT,455.0,0.11,0.06,0.08,0.0,-,20,3014,12.99%
71,SPY210611C00456000,2021-05-07 2:29PM EDT,456.0,0.11,0.06,0.07,0.0,-,2,604,13.04%
72,SPY210611C00460000,2021-05-10 1:03PM EDT,460.0,0.05,0.04,0.05,-0.03,-37.50%,1000,1517,13.58%
73,SPY210611C00465000,2021-05-10 1:25PM EDT,465.0,0.05,0.02,0.04,0.01,+25.00%,1,30,14.55%
74,SPY210611C00470000,2021-05-05 11:30AM EDT,470.0,0.03,0.01,0.03,0.0,-,8,8,15.24%
75,SPY210611C00475000,2021-05-07 9:48AM EDT,475.0,0.02,0.01,0.02,-0.01,-33.33%,25,1,15.82%
76,SPY210611C00480000,2021-04-29 3:47PM EDT,480.0,0.03,0.0,0.02,-0.01,-25.00%,3,20,16.99%
77,SPY210611C00485000,2021-05-03 2:55PM EDT,485.0,0.01,0.0,0.02,0.0,-,3,2,18.16%
78,SPY210611C00490000,2021-04-30 4:01PM EDT,490.0,0.01,0.0,0.01,-0.01,-50.00%,1,4,17.97%
79,SPY210611C00495000,2021-05-03 12:25PM EDT,495.0,0.01,0.0,0.01,0.0,-,5,8,19.14%
